----------------------------------------------------- 修改了损失函数和训练参数 -------------------------------------------------------------------
----------------------------------------------------- MLP + 2头 + 20% ---------------------------------------------------------------------------
Experiment 1 ---------- delete 20% 
Search Stage:
Epoch 00010 | Loss: 1.907 | train acc: 0.171 | val acc: 0.330 (best 0.000) | test acc: 0.341 (best 0.000) | Time(s) 0.1835
Epoch 00015 | Loss: 1.881 | train acc: 0.164 | val acc: 0.324 (best 0.000) | test acc: 0.334 (best 0.000) | Time(s) 0.1808
Epoch 00020 | Loss: 1.851 | train acc: 0.164 | val acc: 0.324 (best 0.000) | test acc: 0.331 (best 0.000) | Time(s) 0.1785
Epoch 00025 | Loss: 1.818 | train acc: 0.164 | val acc: 0.324 (best 0.000) | test acc: 0.332 (best 0.000) | Time(s) 0.1774
Epoch 00030 | Loss: 1.781 | train acc: 0.164 | val acc: 0.328 (best 0.000) | test acc: 0.334 (best 0.000) | Time(s) 0.1762
Epoch 00035 | Loss: 1.742 | train acc: 0.164 | val acc: 0.334 (best 0.000) | test acc: 0.342 (best 0.000) | Time(s) 0.1764
Epoch 00040 | Loss: 1.701 | train acc: 0.171 | val acc: 0.350 (best 0.000) | test acc: 0.355 (best 0.000) | Time(s) 0.1757
Epoch 00045 | Loss: 1.658 | train acc: 0.200 | val acc: 0.376 (best 0.000) | test acc: 0.380 (best 0.000) | Time(s) 0.1773
Epoch 00050 | Loss: 1.613 | train acc: 0.279 | val acc: 0.432 (best 0.000) | test acc: 0.425 (best 0.000) | Time(s) 0.1766
Epoch 00055 | Loss: 1.565 | train acc: 0.350 | val acc: 0.478 (best 0.000) | test acc: 0.482 (best 0.000) | Time(s) 0.1763
Epoch 00060 | Loss: 1.517 | train acc: 0.393 | val acc: 0.544 (best 0.000) | test acc: 0.539 (best 0.000) | Time(s) 0.1760
Epoch 00065 | Loss: 1.468 | train acc: 0.421 | val acc: 0.612 (best 0.000) | test acc: 0.585 (best 0.000) | Time(s) 0.1757
Epoch 00070 | Loss: 1.418 | train acc: 0.493 | val acc: 0.664 (best 0.000) | test acc: 0.635 (best 0.000) | Time(s) 0.1759
Epoch 00075 | Loss: 1.369 | train acc: 0.514 | val acc: 0.684 (best 0.000) | test acc: 0.664 (best 0.000) | Time(s) 0.1759
Epoch 00080 | Loss: 1.320 | train acc: 0.564 | val acc: 0.698 (best 0.000) | test acc: 0.688 (best 0.000) | Time(s) 0.1756
Epoch 00085 | Loss: 1.273 | train acc: 0.579 | val acc: 0.726 (best 0.000) | test acc: 0.712 (best 0.000) | Time(s) 0.1759
